HEALTH,1.0
SELFCONTROL_3,0.3575524141832461
GOALCONF,0.3027387802076495
OUTLOOK_2,0.30099323061562994
LIFEEXPECT,0.2993942039471702
FWB1_2,0.2992408866071767
SWB_2,0.29056516406254257
HHEDUC,0.28712007540769624
FWB1_4,0.2858370062531768
SWB_1,0.2857599996312087
FWB1_1,0.2763647460332559
FWBscore,0.27294036275908123
FWB2_2,0.26401924507272306
FSscore,0.263268634246416
HOUSESAT,0.2620072937501159
PPINCIMP,0.2613879142352879
ACT1_2,0.2460877906931035
SELFCONTROL_2,0.24516388934486363
FS1_7,0.24477100665120072
SAVEHABIT,0.23793609205412752
